crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,price_per_ton,target_yield_t_ha 
Rice,Jammu and Kashmir ,PULWAMA,2003,Kharif,25017.0,78.34,41.17,49.15,27.75,85.95,6.57,224.48,25.77,22977.98,2.842
Blackgram,Jammu and Kashmir ,PULWAMA,2003,Kharif,31.0,41.51,89.93,36.17,27.07,73.26,7.17,107.75,29.87,76097.67,0.951
Maize,Jammu and Kashmir ,PULWAMA,2004,Kharif,11650.0,79.92,57.44,27.87,24.5,56.83,7.08,130.83,24.22,20147.15,5.616
Rice,Jammu and Kashmir ,PULWAMA,2004,Kharif,23029.0,90.3,77.36,47.77,24.69,87.91,7.78,264.14,43.67,23677.01,4.679
Blackgram,Jammu and Kashmir ,PULWAMA,2004,Kharif,15.0,49.86,69.65,25.64,25.93,76.12,8.11,105.97,26.86,73330.69,0.732
Maize,Jammu and Kashmir ,PULWAMA,2005,Kharif,10678.0,52.43,41.64,23.79,20.18,76.33,7.41,101.22,28.04,20147.18,3.378
Rice,Jammu and Kashmir ,PULWAMA,2005,Kharif,22864.0,38.28,44.69,36.26,22.69,84.94,5.49,243.32,36.49,23193.75,4.464
Maize,Jammu and Kashmir ,PULWAMA,2007,Kharif,5509.0,91.6,55.25,25.23,29.8,77.0,6.53,150.52,27.42,20147.2,4.095
Rice,Jammu and Kashmir ,PULWAMA,2007,Kharif,16734.0,48.03,42.14,38.65,25.82,84.89,7.04,200.72,23.55,23917.31,4.1
Blackgram,Jammu and Kashmir ,PULWAMA,2007,Kharif,18.0,45.81,77.96,31.86,36.88,76.96,6.7,103.09,24.66,75759.01,0.755
Maize,Jammu and Kashmir ,PULWAMA,2014,Kharif,5076.0,80.31,61.78,26.1,18.85,78.89,6.1,110.2,23.0,20147.23,3.451
Rice,Jammu and Kashmir ,PULWAMA,2014,Kharif,16100.0,75.66,39.36,44.72,27.82,86.19,6.5,147.19,28.11,22744.52,2.0
Maize,Jammu and Kashmir ,RAJAURI,1997,Kharif,44683.0,54.03,53.56,27.94,29.07,76.26,5.31,118.99,36.14,20147.25,2.5
Rice,Jammu and Kashmir ,RAJAURI,1997,Kharif,6334.0,81.91,23.68,41.2,25.76,89.69,7.64,232.21,32.93,23277.72,4.125
Maize,Jammu and Kashmir ,RAJAURI,1999,Kharif,44892.0,57.54,24.84,22.02,24.92,90.95,6.89,145.7,30.26,20147.27,4.495
Rice,Jammu and Kashmir ,RAJAURI,1999,Kharif,6247.0,70.4,55.18,25.38,22.22,89.24,6.57,157.51,28.38,23390.35,3.92
Maize,Jammu and Kashmir ,RAJAURI,2000,Kharif,45048.0,61.96,51.28,18.91,20.79,88.87,6.98,88.86,26.45,20147.29,2.5
Rice,Jammu and Kashmir ,RAJAURI,2000,Kharif,6418.0,54.19,55.55,31.4,22.95,87.21,8.18,238.37,35.2,23025.71,2.0
Maize,Jammu and Kashmir ,RAJAURI,2001,Kharif,46264.0,77.88,44.75,22.24,21.75,66.29,7.07,124.22,33.06,20147.31,2.5
Rice,Jammu and Kashmir ,RAJAURI,2001,Kharif,5609.0,73.35,39.01,33.06,24.78,91.91,7.54,252.63,29.0,22147.32,2.166
Blackgram,Jammu and Kashmir ,RAJAURI,2001,Kharif,519.0,54.68,53.46,20.67,35.02,75.84,6.69,111.13,27.21,82147.33,1.066
Maize,Jammu and Kashmir ,RAJAURI,2002,Kharif,45759.0,66.08,26.44,22.58,27.54,71.75,6.28,97.16,20.95,20147.34,5.021
Rice,Jammu and Kashmir ,RAJAURI,2002,Kharif,6100.0,80.16,47.94,33.02,23.52,89.57,6.98,220.26,30.54,22147.35,4.196
Blackgram,Jammu and Kashmir ,RAJAURI,2002,Kharif,518.0,37.01,47.48,24.66,31.83,79.42,6.27,103.79,34.66,76695.27,0.6
Maize,Jammu and Kashmir ,RAJAURI,2003,Kharif,43905.0,68.02,36.79,23.85,20.74,77.25,6.77,133.69,25.14,20147.37,4.945
Rice,Jammu and Kashmir ,RAJAURI,2003,Kharif,8493.0,79.86,48.72,34.87,24.11,90.04,6.41,206.25,21.86,23369.06,5.231
Blackgram,Jammu and Kashmir ,RAJAURI,2003,Kharif,446.0,38.83,58.82,20.13,25.89,77.57,7.75,112.82,33.35,77025.71,1.208
Maize,Jammu and Kashmir ,RAJAURI,2004,Kharif,46156.0,65.7,52.89,29.1,24.13,85.41,7.45,155.6,30.19,20147.4,3.353
Rice,Jammu and Kashmir ,RAJAURI,2004,Kharif,5719.0,77.77,57.55,33.19,22.9,89.01,4.5,234.13,28.93,23824.95,5.426
Blackgram,Jammu and Kashmir ,RAJAURI,2004,Kharif,422.0,15.37,72.55,24.23,30.52,75.6,8.09,102.28,16.71,74137.05,0.986
Maize,Jammu and Kashmir ,RAJAURI,2005,Kharif,45057.0,63.79,56.36,22.75,24.01,79.07,4.83,130.58,28.23,20147.43,4.879
Rice,Jammu and Kashmir ,RAJAURI,2005,Kharif,6759.0,72.09,44.64,30.02,24.69,85.51,6.11,238.42,34.96,22505.32,2.831
Blackgram,Jammu and Kashmir ,RAJAURI,2005,Kharif,383.0,55.16,35.2,21.0,35.68,72.56,7.53,111.03,29.77,78603.92,0.817
Maize,Jammu and Kashmir ,RAJAURI,2007,Kharif,36967.0,50.41,39.88,23.81,25.79,68.49,7.1,126.07,13.25,20147.46,3.72
Rice,Jammu and Kashmir ,RAJAURI,2007,Kharif,15684.0,93.05,59.9,39.21,27.79,92.18,4.55,128.37,33.16,22147.47,3.346
Blackgram,Jammu and Kashmir ,RAJAURI,2007,Kharif,352.0,87.32,68.91,22.24,23.84,76.55,7.33,112.02,28.37,80323.5,0.745
Maize,Jammu and Kashmir ,RAJAURI,2014,Kharif,47815.0,87.29,39.93,17.18,24.66,78.75,6.82,88.12,30.46,20147.49,5.003
Rice,Jammu and Kashmir ,RAJAURI,2014,Kharif,5035.0,66.52,67.19,33.22,24.97,92.32,6.95,297.7,33.49,23621.43,3.791
Blackgram,Jammu and Kashmir ,RAJAURI,2014,Kharif,111.0,46.79,51.75,19.2,30.11,76.43,8.29,98.26,20.57,82147.51,1.083
Maize,Jammu and Kashmir ,RAMBAN,2007,Kharif,16912.0,82.59,63.77,26.91,26.96,79.82,4.95,131.45,21.55,20147.52,3.288
Rice,Jammu and Kashmir ,RAMBAN,2007,Kharif,1261.0,65.77,42.79,49.06,28.31,82.68,6.07,280.48,33.26,22928.28,4.169
Maize,Jammu and Kashmir ,RAMBAN,2014,Kharif,18022.0,129.46,49.48,38.36,27.27,74.07,5.98,124.04,30.28,20147.54,3.035
Rice,Jammu and Kashmir ,RAMBAN,2014,Kharif,1173.0,61.14,56.9,41.53,28.28,83.24,7.15,263.78,34.43,22575.3,3.028
Maize,Jammu and Kashmir ,REASI,2007,Kharif,23540.0,106.59,44.22,18.91,27.55,85.11,6.3,124.4,21.21,20147.56,3.572
Rice,Jammu and Kashmir ,REASI,2007,Kharif,1721.0,56.79,36.92,43.34,32.98,87.6,4.73,298.2,39.8,23559.67,2.0
Blackgram,Jammu and Kashmir ,REASI,2007,Kharif,351.0,70.5,65.79,14.77,27.86,74.8,6.51,129.1,20.14,74439.49,0.6
Maize,Jammu and Kashmir ,REASI,2014,Kharif,21750.0,55.97,28.42,27.82,26.46,65.43,7.08,121.76,30.27,20147.59,4.128
Rice,Jammu and Kashmir ,REASI,2014,Kharif,4454.0,103.62,42.85,31.41,25.67,84.59,7.28,300.0,38.78,22147.6,4.728
Blackgram,Jammu and Kashmir ,REASI,2014,Kharif,185.0,54.28,57.56,23.06,30.42,80.54,7.69,115.86,26.69,67245.74,0.923
Maize,Jammu and Kashmir ,SAMBA,2007,Kharif,3219.0,100.07,40.96,36.68,26.49,87.78,5.77,148.34,30.73,20147.62,3.811
Rice,Jammu and Kashmir ,SAMBA,2007,Kharif,11236.0,56.27,69.11,50.28,24.4,86.04,8.5,296.74,33.07,23156.58,2.568
Blackgram,Jammu and Kashmir ,SAMBA,2007,Kharif,2942.0,36.02,62.51,34.6,32.49,82.19,6.84,103.02,30.09,73503.9,0.897
Maize,Jammu and Kashmir ,SAMBA,2014,Kharif,4009.0,72.31,60.67,42.22,28.22,77.9,6.75,123.48,31.49,20147.65,3.582
Rice,Jammu and Kashmir ,SAMBA,2014,Kharif,9123.0,63.85,62.6,46.95,26.31,86.33,6.6,289.17,41.96,22724.09,4.015
Blackgram,Jammu and Kashmir ,SAMBA,2014,Kharif,3768.0,30.74,65.36,41.69,23.03,73.93,6.25,116.51,29.57,72952.82,0.6
Maize,Jammu and Kashmir ,SHOPIAN,2007,Kharif,1479.0,64.32,53.55,37.77,21.87,82.29,5.91,188.24,23.72,20147.68,4.107
Rice,Jammu and Kashmir ,SHOPIAN,2007,Kharif,556.0,90.73,42.14,41.9,22.14,93.91,5.26,300.0,38.21,23486.9,3.214
Maize,Jammu and Kashmir ,SRINAGAR,1997,Kharif,5344.0,65.32,63.14,42.04,26.12,67.25,5.88,70.01,29.62,20147.7,3.128
Rice,Jammu and Kashmir ,SRINAGAR,1997,Kharif,12458.0,76.19,51.14,55.92,29.06,80.86,7.03,185.06,35.88,22388.35,3.567
Maize,Jammu and Kashmir ,SRINAGAR,1999,Kharif,5170.0,52.42,77.34,35.09,28.63,53.13,5.68,79.33,25.47,20147.72,3.44
Rice,Jammu and Kashmir ,SRINAGAR,1999,Kharif,11854.0,71.67,59.82,53.97,28.61,81.73,5.23,300.0,38.32,23170.77,3.246
Maize,Jammu and Kashmir ,SRINAGAR,2000,Kharif,4701.0,64.29,53.31,34.79,29.93,64.22,5.57,108.39,24.45,20147.74,2.962
Rice,Jammu and Kashmir ,SRINAGAR,2000,Kharif,12022.0,70.07,60.27,55.16,26.31,82.33,6.57,171.31,33.15,22529.5,4.219
Maize,Jammu and Kashmir ,SRINAGAR,2001,Kharif,4701.0,46.21,51.12,28.99,26.39,80.03,6.22,105.11,34.78,20147.76,4.579
Rice,Jammu and Kashmir ,SRINAGAR,2001,Kharif,12022.0,49.26,59.56,55.62,23.11,82.89,5.32,202.66,29.74,23840.77,2.271
Blackgram,Jammu and Kashmir ,SRINAGAR,2001,Kharif,140.0,48.83,75.76,37.43,20.92,73.3,6.4,91.15,21.07,72305.54,0.974
Maize,Jammu and Kashmir ,SRINAGAR,2002,Kharif,4803.0,41.48,45.2,40.17,30.46,62.49,5.52,44.51,17.93,20147.79,5.517
Rice,Jammu and Kashmir ,SRINAGAR,2002,Kharif,10346.0,80.01,64.12,47.64,29.99,84.27,6.07,255.57,42.27,22147.8,2.789
Blackgram,Jammu and Kashmir ,SRINAGAR,2002,Kharif,152.0,24.75,80.69,34.93,33.76,70.48,6.45,85.84,21.3,80397.91,0.703
Maize,Jammu and Kashmir ,SRINAGAR,2003,Kharif,4985.0,83.77,56.33,29.45,25.11,69.59,6.96,96.26,27.38,20147.82,3.896
Rice,Jammu and Kashmir ,SRINAGAR,2003,Kharif,12022.0,62.13,92.12,55.93,28.29,83.8,7.72,123.22,16.85,23711.86,2.747
Blackgram,Jammu and Kashmir ,SRINAGAR,2003,Kharif,139.0,50.82,47.75,38.95,36.51,64.1,7.42,88.55,20.26,75640.73,0.9
Maize,Jammu and Kashmir ,SRINAGAR,2004,Kharif,5003.0,63.62,68.09,43.31,24.02,66.52,6.39,71.34,24.55,20147.85,5.133
Rice,Jammu and Kashmir ,SRINAGAR,2004,Kharif,11736.0,89.23,36.44,42.83,29.85,81.38,6.61,300.0,33.23,22887.01,4.223
Blackgram,Jammu and Kashmir ,SRINAGAR,2004,Kharif,142.0,10.0,74.32,41.3,29.31,69.63,5.57,87.62,29.34,68491.15,1.126
Maize,Jammu and Kashmir ,SRINAGAR,2005,Kharif,5003.0,82.49,56.59,41.87,31.3,73.33,5.38,90.07,24.42,20147.88,5.519
Rice,Jammu and Kashmir ,SRINAGAR,2005,Kharif,11736.0,48.71,83.76,45.36,33.81,80.52,4.5,259.99,28.43,23797.64,4.109
Blackgram,Jammu and Kashmir ,SRINAGAR,2005,Kharif,142.0,10.0,71.76,40.66,30.09,68.68,7.36,72.94,19.96,81708.15,1.034
Maize,Jammu and Kashmir ,SRINAGAR,2007,Kharif,116.0,63.3,50.77,35.63,25.45,56.89,7.29,117.25,28.26,20147.91,2.616
Rice,Jammu and Kashmir ,SRINAGAR,2007,Kharif,2100.0,80.49,62.38,53.27,21.88,84.71,6.02,187.92,31.64,23770.62,3.665
Maize,Jammu and Kashmir ,SRINAGAR,2014,Kharif,752.0,81.16,66.87,38.01,23.08,62.2,6.12,102.07,18.01,20147.93,4.823
Rice,Jammu and Kashmir ,SRINAGAR,2014,Kharif,3977.0,83.92,57.21,48.0,22.05,81.94,6.52,299.02,35.5,25507.45,4.2
Maize,Jammu and Kashmir ,UDHAMPUR,1997,Kharif,55575.0,70.59,46.77,25.16,30.49,68.62,6.87,67.78,26.55,20147.95,2.755
Rice,Jammu and Kashmir ,UDHAMPUR,1997,Kharif,9799.0,54.96,46.39,40.96,20.25,88.79,7.31,181.61,19.95,24225.5,3.974
Maize,Jammu and Kashmir ,UDHAMPUR,1999,Kharif,56454.0,67.99,70.53,25.69,17.31,83.88,6.12,72.41,27.43,20147.97,4.849
Rice,Jammu and Kashmir ,UDHAMPUR,1999,Kharif,9765.0,96.24,44.34,42.47,22.83,91.41,6.96,173.28,39.3,22182.46,3.334
Maize,Jammu and Kashmir ,UDHAMPUR,2000,Kharif,57705.0,78.83,51.55,17.36,14.55,70.26,6.76,80.19,24.55,20147.99,4.984
Rice,Jammu and Kashmir ,UDHAMPUR,2000,Kharif,9801.0,99.32,46.03,34.88,19.53,87.41,7.52,274.91,40.09,22148.0,3.385
Maize,Jammu and Kashmir ,UDHAMPUR,2001,Kharif,58837.0,109.43,44.11,19.7,24.98,62.21,7.09,66.11,24.62,20148.01,5.481
Rice,Jammu and Kashmir ,UDHAMPUR,2001,Kharif,9880.0,41.72,41.2,33.64,22.7,87.6,7.69,179.29,28.09,22390.7,4.497
Blackgram,Jammu and Kashmir ,UDHAMPUR,2001,Kharif,1777.0,42.39,45.69,32.27,31.01,70.43,5.85,87.03,21.45,74493.23,1.181
Maize,Jammu and Kashmir ,UDHAMPUR,2002,Kharif,60336.0,120.66,38.74,25.82,15.33,84.29,6.63,107.87,31.59,20148.04,2.5
Rice,Jammu and Kashmir ,UDHAMPUR,2002,Kharif,5856.0,82.16,22.67,38.99,22.74,83.25,7.19,237.48,27.99,24098.6,3.127
Blackgram,Jammu and Kashmir ,UDHAMPUR,2002,Kharif,2121.0,69.56,62.09,28.98,22.06,76.63,7.4,94.35,22.69,78648.68,0.632
Maize,Jammu and Kashmir ,UDHAMPUR,2003,Kharif,60324.0,98.51,25.21,28.43,16.54,61.83,7.79,85.6,22.21,20148.07,4.254
Rice,Jammu and Kashmir ,UDHAMPUR,2003,Kharif,9540.0,82.62,46.04,42.62,30.93,88.38,5.69,218.41,32.25,22148.08,4.464
Blackgram,Jammu and Kashmir ,UDHAMPUR,2003,Kharif,2109.0,26.58,71.2,35.8,26.25,72.52,7.57,89.33,19.78,78548.85,0.986
Maize,Jammu and Kashmir ,UDHAMPUR,2004,Kharif,58750.0,62.2,66.16,20.65,15.46,69.07,7.37,37.04,21.96,20148.1,4.22
Rice,Jammu and Kashmir ,UDHAMPUR,2004,Kharif,10307.0,58.2,47.97,36.43,29.92,85.01,7.07,129.34,30.5,22802.37,3.193
Blackgram,Jammu and Kashmir ,UDHAMPUR,2004,Kharif,2410.0,32.31,45.59,22.2,28.68,77.54,6.48,84.14,18.49,68875.08,1.362
Maize,Jammu and Kashmir ,UDHAMPUR,2005,Kharif,54484.0,85.92,31.07,22.05,20.31,71.93,7.05,146.07,31.04,20148.13,3.348
Rice,Jammu and Kashmir ,UDHAMPUR,2005,Kharif,13319.0,81.69,53.6,35.0,23.84,87.97,6.29,183.41,34.74,24135.26,3.638
Blackgram,Jammu and Kashmir ,UDHAMPUR,2005,Kharif,2708.0,67.13,79.21,35.18,29.62,73.49,6.56,85.27,22.72,76443.12,0.6
Maize,Jammu and Kashmir ,UDHAMPUR,2007,Kharif,36188.0,70.27,31.37,27.39,24.7,84.92,6.7,137.55,39.57,20148.16,3.781
Rice,Jammu and Kashmir ,UDHAMPUR,2007,Kharif,8649.0,84.28,34.11,31.55,20.98,88.15,6.75,159.97,35.72,23933.52,5.819
Blackgram,Jammu and Kashmir ,UDHAMPUR,2007,Kharif,1738.0,60.2,63.53,29.91,25.35,76.38,6.86,90.94,26.65,77372.54,1.151
Maize,Jammu and Kashmir ,UDHAMPUR,2014,Kharif,33715.0,102.67,65.57,28.09,24.93,86.29,7.07,125.5,27.86,20148.19,5.35
Rice,Jammu and Kashmir ,UDHAMPUR,2014,Kharif,6604.0,95.05,51.7,36.64,19.57,86.92,6.76,208.32,27.41,25515.71,3.359
Blackgram,Jammu and Kashmir ,UDHAMPUR,2014,Kharif,1170.0,31.53,61.15,19.91,25.74,75.51,8.16,81.14,13.3,71845.63,1.039
Maize,Jharkhand,BOKARO,2002,Autumn,1589.28,75.07,37.75,20.35,23.55,71.79,5.93,73.43,27.82,20148.22,4.993
Rice,Jharkhand,BOKARO,2002,Winter,31891.35,80.44,50.01,34.58,25.83,87.99,7.24,236.93,28.12,26959.92,4.094
Maize,Jharkhand,BOKARO,2003,Autumn,1589.92,83.9,49.1,16.9,22.81,84.0,6.3,65.75,23.91,20148.24,5.468
Rice,Jharkhand,BOKARO,2003,Winter,31904.26,110.54,59.5,32.39,22.65,87.7,7.42,235.65,34.59,25984.17,2.898
Maize,Jharkhand,BOKARO,2004,Autumn,2070.85,79.42,58.81,22.0,26.88,88.45,6.57,118.63,28.16,20148.26,3.881
Rice,Jharkhand,BOKARO,2004,Winter,16103.97,67.8,49.28,28.6,24.41,87.04,6.85,211.72,30.31,26376.67,4.119
Maize,Jharkhand,BOKARO,2005,Autumn,1675.32,64.01,52.58,30.6,24.48,77.5,6.45,107.54,22.8,20148.28,5.328
Rice,Jharkhand,BOKARO,2005,Winter,16243.8,71.85,53.19,38.13,21.09,87.9,5.92,162.2,28.91,29042.19,4.587
Maize,Jharkhand,BOKARO,2006,Autumn,2982.76,82.61,63.01,26.56,27.77,62.91,6.12,123.88,28.28,20148.3,3.835
Rice,Jharkhand,BOKARO,2006,Autumn,547.09,84.67,40.58,39.88,20.98,86.33,5.61,137.53,29.95,24674.51,2.845
Rice,Jharkhand,BOKARO,2006,Winter,305.95,108.84,29.89,29.34,25.4,89.46,7.83,276.49,30.34,26690.11,4.641
Maize,Jharkhand,BOKARO,2007,Autumn,4049.62,83.08,32.8,23.48,21.31,67.28,6.94,131.93,23.94,20148.33,4.184
Rice,Jharkhand,BOKARO,2007,Autumn,1363.19,46.51,36.29,33.44,25.76,87.16,4.5,231.22,30.26,26356.46,2.435
Rice,Jharkhand,BOKARO,2007,Winter,35616.41,86.96,30.13,36.71,27.34,91.48,8.28,98.46,24.2,28036.71,2.549
Maize,Jharkhand,CHATRA,2002,Autumn,4679.7,63.82,41.71,31.56,29.07,74.23,6.63,40.94,17.17,20148.36,4.8
Rice,Jharkhand,CHATRA,2002,Winter,27827.15,87.12,43.0,50.08,22.15,86.74,6.54,165.56,29.97,26622.88,3.765
Maize,Jharkhand,CHATRA,2003,Autumn,5152.56,55.13,22.66,30.56,24.43,73.11,7.18,20.44,23.22,20148.38,3.934
Rice,Jharkhand,CHATRA,2003,Winter,25537.4,50.7,35.52,47.89,24.33,85.53,4.51,185.74,26.87,26645.61,3.42
Maize,Jharkhand,CHATRA,2004,Autumn,4757.81,35.76,45.97,35.08,27.41,65.22,7.08,72.02,17.94,20148.4,3.132
Rice,Jharkhand,CHATRA,2004,Winter,22058.68,62.81,17.5,49.37,22.84,82.54,7.01,192.0,28.59,25742.17,3.484
Maize,Jharkhand,CHATRA,2005,Autumn,3619.21,63.53,47.27,30.74,24.92,86.62,6.1,75.14,25.19,20148.42,3.73
Rice,Jharkhand,CHATRA,2005,Winter,14629.77,73.58,50.04,40.47,25.62,81.56,5.14,214.23,37.48,27676.23,3.309
Maize,Jharkhand,CHATRA,2006,Autumn,5194.4,60.26,31.56,28.21,18.89,87.08,5.72,95.38,30.51,20148.44,4.188
Rice,Jharkhand,CHATRA,2006,Autumn,2738.22,64.53,46.74,41.99,23.61,83.66,6.13,212.07,27.53,27950.0,4.824
Rice,Jharkhand,CHATRA,2006,Winter,18560.23,80.62,41.56,41.45,24.67,78.99,6.1,150.68,33.08,26603.96,3.275
Maize,Jharkhand,CHATRA,2007,Autumn,4235.15,72.25,60.89,35.2,27.98,64.46,6.99,88.89,14.56,20148.47,3.758
Rice,Jharkhand,CHATRA,2007,Autumn,2210.49,93.9,27.02,46.7,21.01,84.64,7.17,211.76,34.61,24863.03,4.342
Rice,Jharkhand,CHATRA,2007,Winter,19476.96,54.44,22.05,43.12,26.91,84.87,5.91,198.74,33.53,27378.78,4.98
Maize,Jharkhand,DEOGHAR,2002,Autumn,2778.16,63.97,51.75,38.39,28.7,70.71,7.18,89.76,21.2,20148.5,5.362
Rice,Jharkhand,DEOGHAR,2002,Autumn,1955.12,81.06,73.16,49.57,30.9,85.02,4.97,153.27,29.9,24402.27,3.567
Rice,Jharkhand,DEOGHAR,2002,Winter,65362.28,54.79,49.6,51.23,18.59,86.06,8.5,187.2,25.42,24740.94,4.234
Maize,Jharkhand,DEOGHAR,2003,Autumn,3156.77,66.39,61.94,29.33,21.2,75.05,7.11,106.19,25.74,20148.53,4.929
Rice,Jharkhand,DEOGHAR,2003,Autumn,4794.94,80.08,52.9,42.12,21.97,86.79,4.84,190.38,29.73,26205.52,4.331
Rice,Jharkhand,DEOGHAR,2003,Winter,51821.8,68.27,59.82,45.33,20.48,90.35,6.4,179.21,26.61,27211.46,2.672
Maize,Jharkhand,DEOGHAR,2004,Autumn,2478.72,49.09,50.42,33.64,24.81,66.83,6.34,75.51,28.82,20148.56,4.515
Rice,Jharkhand,DEOGHAR,2004,Autumn,2523.42,53.9,54.56,52.55,29.83,83.55,7.96,219.42,29.75,25697.24,4.105
Rice,Jharkhand,DEOGHAR,2004,Winter,45340.94,115.16,58.98,53.71,22.55,83.21,8.01,117.5,36.46,26806.67,5.678
Maize,Jharkhand,DEOGHAR,2005,Autumn,2530.1,47.72,50.63,38.98,24.46,73.19,6.38,50.15,20.03,20148.59,2.999
Rice,Jharkhand,DEOGHAR,2005,Autumn,1361.46,77.22,36.19,52.03,29.35,86.01,6.82,161.77,28.69,25362.85,4.53
Rice,Jharkhand,DEOGHAR,2005,Winter,42757.54,110.5,56.97,43.33,14.73,84.72,7.13,119.91,28.57,25044.93,3.809
Maize,Jharkhand,DEOGHAR,2006,Autumn,2484.2,88.95,36.15,36.83,25.79,82.25,6.88,70.32,32.97,20148.62,2.5
Rice,Jharkhand,DEOGHAR,2006,Autumn,1621.25,56.79,40.88,42.74,23.29,83.38,6.81,161.19,37.43,26448.99,2.089
Rice,Jharkhand,DEOGHAR,2006,Winter,46232.26,84.71,24.47,48.64,21.21,84.86,5.46,253.45,35.58,27723.09,3.51
Maize,Jharkhand,DEOGHAR,2007,Autumn,2283.23,70.57,57.2,35.21,25.2,76.53,6.54,114.27,30.85,20148.65,4.406
Rice,Jharkhand,DEOGHAR,2007,Autumn,1754.25,63.67,47.58,54.59,17.54,88.58,6.93,244.38,42.5,28213.6,4.725
Rice,Jharkhand,DEOGHAR,2007,Winter,46093.35,77.57,50.15,49.34,23.01,87.96,6.74,214.94,27.88,26710.72,4.817
Maize,Jharkhand,DHANBAD,2002,Autumn,1353.91,36.59,46.1,30.32,20.78,64.37,6.03,117.29,18.22,20148.68,5.249
Rice,Jharkhand,DHANBAD,2002,Winter,21245.0,86.97,60.67,51.89,18.83,84.3,6.45,207.9,38.58,27431.45,2.696
Maize,Jharkhand,DHANBAD,2003,Autumn,1544.38,64.98,52.66,39.29,16.31,59.65,5.32,92.05,17.5,20148.7,4.239
Rice,Jharkhand,DHANBAD,2003,Winter,29170.02,78.16,48.39,50.84,18.13,84.39,4.87,162.92,25.5,27609.27,5.487
Maize,Jharkhand,DHANBAD,2004,Autumn,968.27,65.69,37.06,35.9,16.49,77.99,6.02,97.92,25.22,20148.72,4.037
Rice,Jharkhand,DHANBAD,2004,Winter,29158.22,75.41,46.89,53.4,20.66,83.65,6.83,300.0,40.67,26252.98,5.277
Maize,Jharkhand,DHANBAD,2005,Autumn,663.62,58.13,46.31,42.87,10.92,54.62,5.01,78.05,23.55,20148.74,2.941
Rice,Jharkhand,DHANBAD,2005,Winter,16996.32,101.63,43.39,56.27,20.06,82.68,7.93,132.3,21.89,28183.98,3.954
Maize,Jharkhand,DHANBAD,2006,Autumn,694.59,106.33,44.8,32.0,15.78,64.44,7.27,102.93,22.54,20148.76,4.646
Rice,Jharkhand,DHANBAD,2006,Autumn,2.78,70.76,50.62,46.65,29.51,78.87,5.47,162.47,26.08,25589.1,4.363
Rice,Jharkhand,DHANBAD,2006,Winter,19596.01,53.76,56.63,49.43,20.8,82.82,4.74,180.13,31.38,29206.36,2.974
Maize,Jharkhand,DHANBAD,2007,Autumn,585.72,70.99,39.37,29.75,20.89,65.4,6.8,104.08,22.92,20148.79,5.11
Rice,Jharkhand,DHANBAD,2007,Winter,23172.81,84.01,29.77,45.29,22.47,84.11,8.2,213.02,41.19,28502.74,4.189
Maize,Jharkhand,DUMKA,2002,Autumn,11002.27,95.59,38.04,23.04,20.21,56.79,5.06,88.29,19.05,20148.81,4.669
Rice,Jharkhand,DUMKA,2002,Autumn,4763.68,57.29,22.3,46.61,29.06,73.6,6.61,294.61,40.13,25325.01,3.276
Rice,Jharkhand,DUMKA,2002,Winter,75492.94,108.05,25.83,44.35,21.58,78.09,6.34,223.03,31.36,24740.68,4.08
Maize,Jharkhand,DUMKA,2003,Autumn,11046.54,78.1,56.37,26.58,22.24,57.61,6.62,93.84,23.57,20148.84,5.957
Rice,Jharkhand,DUMKA,2003,Autumn,8310.89,82.17,41.05,44.47,31.26,79.81,7.23,218.32,33.96,25726.45,4.008
Rice,Jharkhand,DUMKA,2003,Winter,74874.82,66.27,38.06,43.74,25.89,80.43,5.32,215.66,26.49,26071.94,2.798
Maize,Jharkhand,DUMKA,2004,Autumn,11095.85,64.55,34.95,34.48,23.41,71.51,6.52,97.6,29.81,20148.87,2.813
Rice,Jharkhand,DUMKA,2004,Autumn,3159.57,88.32,35.02,38.65,25.5,78.09,7.23,178.86,32.3,25145.74,3.005
Rice,Jharkhand,DUMKA,2004,Winter,64976.73,114.55,25.3,46.8,19.23,79.18,6.64,155.28,28.49,25416.08,3.468
Maize,Jharkhand,DUMKA,2005,Autumn,9110.9,91.04,67.23,26.48,23.75,57.06,6.91,91.58,23.88,20148.9,4.394
Rice,Jharkhand,DUMKA,2005,Autumn,2965.4,79.62,45.0,39.29,22.03,80.99,7.07,300.0,38.15,27236.55,3.756
Rice,Jharkhand,DUMKA,2005,Winter,69111.7,77.29,48.77,47.77,23.89,79.22,6.13,234.25,29.24,26283.77,5.419
Maize,Jharkhand,DUMKA,2006,Autumn,9729.03,78.35,27.11,35.59,26.41,76.41,6.7,111.9,27.64,20148.93,4.527
Rice,Jharkhand,DUMKA,2006,Autumn,3012.14,65.49,33.33,36.98,27.08,76.0,7.54,230.93,31.94,26187.27,3.845
Rice,Jharkhand,DUMKA,2006,Winter,56210.7,82.27,27.52,45.17,22.54,79.71,5.16,179.42,26.9,26679.04,4.919
Maize,Jharkhand,DUMKA,2007,Autumn,8925.94,119.79,25.86,28.76,28.5,64.48,6.51,99.02,22.04,20148.96,4.306
Rice,Jharkhand,DUMKA,2007,Autumn,3428.1,99.71,65.93,42.55,25.05,75.06,6.91,233.39,29.68,25169.81,4.741
