crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,yield_t_ha 
Blackgram,Chhattisgarh,JASHPUR,2009,Kharif,14369.0,64.43,70.54,20.74,21.64,67.04,7.4,93.84,27.99,0.342
Banana,Chhattisgarh,JASHPUR,2009,Whole Year,18.0,74.36,45.82,56.22,27.26,85.01,5.93,100.22,20.5,68.944
Maize,Chhattisgarh,JASHPUR,2010,Kharif,5891.0,67.5,45.13,37.37,22.53,70.42,6.08,118.75,21.83,1.698
Rice,Chhattisgarh,JASHPUR,2010,Kharif,179402.0,60.77,38.67,55.96,25.24,78.96,7.71,300.0,30.44,1.379
Blackgram,Chhattisgarh,JASHPUR,2010,Kharif,14663.0,42.69,65.34,30.03,30.77,73.18,7.3,77.54,21.58,0.342
Banana,Chhattisgarh,JASHPUR,2010,Whole Year,24.0,89.78,97.6,56.36,25.86,81.57,7.04,88.54,30.66,31.125
Maize,Chhattisgarh,JASHPUR,2011,Kharif,5862.0,60.84,50.85,28.99,27.73,61.54,5.7,132.68,24.14,1.559
Rice,Chhattisgarh,JASHPUR,2011,Kharif,180163.0,66.17,63.29,50.75,17.5,85.57,6.75,188.32,32.05,1.486
Blackgram,Chhattisgarh,JASHPUR,2011,Kharif,14422.0,39.6,68.6,34.57,31.24,73.91,6.51,90.22,16.09,0.354
Banana,Chhattisgarh,JASHPUR,2011,Whole Year,32.0,76.9,74.43,57.76,21.95,85.32,5.63,73.56,18.47,31.125
Maize,Chhattisgarh,JASHPUR,2012,Kharif,5703.0,70.58,52.0,36.01,24.42,84.24,6.48,91.64,31.92,1.854
Rice,Chhattisgarh,JASHPUR,2012,Kharif,182433.0,56.68,40.94,55.06,23.12,81.87,5.78,196.87,35.1,1.525
Blackgram,Chhattisgarh,JASHPUR,2012,Kharif,13154.0,27.61,55.56,33.93,21.22,70.1,6.4,92.91,24.62,0.354
Banana,Chhattisgarh,JASHPUR,2012,Whole Year,29.0,121.07,65.81,64.28,24.7,80.1,6.18,95.32,24.16,12.897
Maize,Chhattisgarh,JASHPUR,2013,Kharif,5563.0,69.62,39.23,38.67,23.2,69.01,7.23,101.49,28.84,2.197
Rice,Chhattisgarh,JASHPUR,2013,Kharif,180506.0,44.65,37.55,52.77,22.56,83.97,6.02,147.54,25.7,1.537
Blackgram,Chhattisgarh,JASHPUR,2013,Kharif,12270.0,20.57,56.46,40.36,31.41,65.66,7.36,89.32,29.95,0.354
Banana,Chhattisgarh,JASHPUR,2013,Whole Year,33.0,68.17,99.67,68.18,29.05,76.51,5.65,91.57,20.84,31.152
Maize,Chhattisgarh,JASHPUR,2014,Kharif,5630.0,82.7,51.73,32.03,24.74,68.88,7.26,133.48,28.41,1.875
Rice,Chhattisgarh,JASHPUR,2014,Kharif,180700.0,103.94,53.72,53.34,15.68,83.29,6.14,155.02,25.64,1.607
Blackgram,Chhattisgarh,JASHPUR,2014,Kharif,11489.0,72.6,67.3,39.68,31.58,67.34,7.25,92.81,15.93,0.342
Banana,Chhattisgarh,JASHPUR,2014,Whole Year,29.0,57.36,55.16,59.61,24.99,82.52,5.89,69.94,25.15,31.138
Maize,Chhattisgarh,KABIRDHAM,2000,Kharif,3302.0,96.43,54.84,29.76,22.43,66.11,6.14,163.7,27.33,0.662
Rice,Chhattisgarh,KABIRDHAM,2000,Kharif,90203.0,120.83,12.56,50.63,22.13,82.57,7.71,285.26,38.44,0.516
Blackgram,Chhattisgarh,KABIRDHAM,2000,Kharif,2386.0,39.9,71.79,34.67,20.03,69.89,6.73,143.9,23.46,0.241
Blackgram,Chhattisgarh,KABIRDHAM,2000,Rabi,85.0,74.43,42.52,23.66,24.54,62.78,6.79,90.92,23.82,0.141
Banana,Chhattisgarh,KABIRDHAM,2000,Whole Year,4.0,65.61,81.08,58.7,24.84,84.48,6.23,155.76,31.84,36.5
Maize,Chhattisgarh,KABIRDHAM,2001,Kharif,3191.0,65.43,39.38,39.5,24.52,77.34,6.36,150.71,30.97,0.687
Rice,Chhattisgarh,KABIRDHAM,2001,Kharif,92215.0,69.36,30.06,42.81,25.87,83.16,8.37,300.0,24.62,1.177
Blackgram,Chhattisgarh,KABIRDHAM,2001,Kharif,2088.0,53.64,51.12,18.99,25.21,75.82,8.31,125.98,22.41,0.313
Blackgram,Chhattisgarh,KABIRDHAM,2001,Rabi,99.0,61.78,64.4,33.06,31.91,63.89,7.24,83.0,24.93,0.273
Banana,Chhattisgarh,KABIRDHAM,2001,Whole Year,5.0,87.57,59.44,63.68,24.18,80.09,5.7,149.73,36.14,43.2
Maize,Chhattisgarh,KABIRDHAM,2002,Kharif,3042.0,82.54,42.01,27.37,19.64,71.77,6.39,143.56,32.49,1.438
Rice,Chhattisgarh,KABIRDHAM,2002,Kharif,92649.0,53.46,55.91,42.49,23.5,88.23,5.38,300.0,38.68,0.881
Blackgram,Chhattisgarh,KABIRDHAM,2002,Kharif,2470.0,32.75,67.88,31.88,38.75,65.49,8.07,152.49,19.31,0.319
Blackgram,Chhattisgarh,KABIRDHAM,2002,Rabi,903.0,59.17,64.15,33.98,25.04,66.43,6.67,85.45,22.39,0.245
Banana,Chhattisgarh,KABIRDHAM,2002,Whole Year,2.0,102.54,78.88,40.96,29.15,87.84,7.04,145.63,27.8,45.5
Maize,Chhattisgarh,KABIRDHAM,2003,Kharif,2880.0,64.88,45.87,34.04,25.9,63.88,6.33,167.51,21.56,0.924
Rice,Chhattisgarh,KABIRDHAM,2003,Kharif,92807.0,72.64,39.76,47.15,19.79,83.42,7.1,163.84,35.46,1.088
Blackgram,Chhattisgarh,KABIRDHAM,2003,Kharif,2753.0,46.62,63.63,24.31,34.09,65.41,7.88,138.24,30.17,0.307
Blackgram,Chhattisgarh,KABIRDHAM,2003,Rabi,134.0,81.9,43.08,23.71,20.81,63.97,6.65,90.23,30.2,0.239
Maize,Chhattisgarh,KABIRDHAM,2004,Kharif,2822.0,74.64,53.03,34.96,25.21,65.24,6.2,118.14,26.77,1.137
Rice,Chhattisgarh,KABIRDHAM,2004,Kharif,93135.0,61.75,38.15,45.39,21.54,83.29,7.51,300.0,41.97,0.897
Blackgram,Chhattisgarh,KABIRDHAM,2004,Kharif,2858.0,26.65,64.37,25.95,33.63,73.19,6.74,142.88,29.39,0.361
Blackgram,Chhattisgarh,KABIRDHAM,2004,Rabi,168.0,80.8,73.88,26.62,21.46,66.61,7.17,90.91,19.01,0.31
Maize,Chhattisgarh,KABIRDHAM,2005,Kharif,2815.0,77.83,17.98,36.93,21.05,72.61,4.91,165.14,27.17,0.912
Rice,Chhattisgarh,KABIRDHAM,2005,Kharif,93236.0,85.86,19.44,50.59,24.61,86.87,7.67,159.73,27.79,1.101
Blackgram,Chhattisgarh,KABIRDHAM,2005,Kharif,2672.0,35.92,68.34,26.78,35.27,70.26,8.06,132.71,22.94,0.301
Blackgram,Chhattisgarh,KABIRDHAM,2005,Rabi,114.0,50.07,66.9,38.76,22.11,64.54,7.32,91.64,17.47,0.325
Banana,Chhattisgarh,KABIRDHAM,2005,Whole Year,1.0,92.98,68.54,59.86,26.68,79.76,6.38,161.02,37.13,30.0
Maize,Chhattisgarh,KABIRDHAM,2006,Kharif,2699.0,75.97,48.43,37.35,25.77,71.45,5.99,124.55,29.07,0.933
Rice,Chhattisgarh,KABIRDHAM,2006,Kharif,92837.0,75.99,38.05,42.51,27.27,86.28,4.5,300.0,37.2,1.4
Blackgram,Chhattisgarh,KABIRDHAM,2006,Kharif,2333.0,40.78,47.25,27.2,31.49,73.12,7.03,140.59,22.01,0.361
Blackgram,Chhattisgarh,KABIRDHAM,2006,Rabi,123.0,18.24,52.96,29.59,24.44,62.7,7.69,92.17,27.97,0.325
Maize,Chhattisgarh,KABIRDHAM,2007,Kharif,2648.0,70.82,53.54,28.39,20.45,55.21,5.98,148.26,21.35,1.08
Rice,Chhattisgarh,KABIRDHAM,2007,Kharif,93715.0,81.06,53.31,52.0,19.91,81.48,6.71,218.8,25.41,1.12
Blackgram,Chhattisgarh,KABIRDHAM,2007,Kharif,2461.0,52.56,69.97,27.36,28.08,76.22,6.2,129.1,28.63,0.302
Blackgram,Chhattisgarh,KABIRDHAM,2007,Rabi,116.0,29.38,51.06,30.13,32.04,69.41,7.69,81.52,22.62,0.328
Maize,Chhattisgarh,KABIRDHAM,2008,Kharif,2715.0,78.54,36.7,32.76,24.15,65.6,5.83,155.24,27.39,0.989
Rice,Chhattisgarh,KABIRDHAM,2008,Kharif,95047.0,69.46,35.92,44.97,24.28,85.16,6.77,251.51,29.59,1.058
Blackgram,Chhattisgarh,KABIRDHAM,2008,Kharif,2606.0,29.47,59.83,36.24,29.47,76.04,7.46,138.56,21.49,0.301
Blackgram,Chhattisgarh,KABIRDHAM,2008,Rabi,95.0,34.19,50.18,36.04,18.0,70.4,6.98,108.58,29.15,0.326
Maize,Chhattisgarh,KABIRDHAM,2009,Kharif,2584.0,94.81,47.13,40.06,17.29,54.66,5.78,153.53,19.71,1.172
Rice,Chhattisgarh,KABIRDHAM,2009,Kharif,96516.0,97.07,6.57,46.53,24.7,85.4,5.36,300.0,36.7,0.814
Blackgram,Chhattisgarh,KABIRDHAM,2009,Kharif,2506.0,92.37,55.46,30.29,28.82,77.23,7.86,139.82,29.49,0.301
Blackgram,Chhattisgarh,KABIRDHAM,2009,Rabi,83.0,70.89,54.14,44.57,28.03,68.12,7.57,97.06,27.58,0.241
Maize,Chhattisgarh,KABIRDHAM,2010,Kharif,2773.0,96.75,50.02,35.42,25.56,84.99,5.26,171.18,28.38,1.436
Rice,Chhattisgarh,KABIRDHAM,2010,Kharif,95739.0,58.91,42.75,45.4,24.69,85.84,6.61,203.35,32.51,1.577
Blackgram,Chhattisgarh,KABIRDHAM,2010,Kharif,2375.0,77.04,60.0,29.75,25.27,65.97,6.57,148.42,31.84,0.355
Blackgram,Chhattisgarh,KABIRDHAM,2010,Rabi,104.0,45.5,40.92,27.86,18.17,63.65,6.85,91.48,19.05,0.288
Maize,Chhattisgarh,KABIRDHAM,2011,Kharif,2829.0,61.17,47.2,35.81,25.18,74.34,6.84,152.92,29.83,1.296
Rice,Chhattisgarh,KABIRDHAM,2011,Kharif,95695.0,68.27,43.46,42.75,25.79,84.85,6.37,264.88,37.58,1.62
Blackgram,Chhattisgarh,KABIRDHAM,2011,Kharif,2123.0,45.65,62.31,31.35,22.6,63.89,8.04,150.42,32.49,0.361
Blackgram,Chhattisgarh,KABIRDHAM,2011,Rabi,62.0,52.19,51.67,24.78,30.03,62.81,6.78,89.58,25.96,0.29
Banana,Chhattisgarh,KABIRDHAM,2011,Whole Year,18.0,105.27,67.89,51.68,24.53,86.22,6.26,144.47,20.75,30.5
Maize,Chhattisgarh,KABIRDHAM,2012,Kharif,2166.0,73.81,47.6,26.61,25.2,63.85,7.49,199.38,31.28,1.541
Rice,Chhattisgarh,KABIRDHAM,2012,Kharif,95853.0,30.17,25.7,48.12,24.24,85.9,7.55,280.64,38.69,1.491
Blackgram,Chhattisgarh,KABIRDHAM,2012,Kharif,1763.0,50.49,49.85,28.96,33.97,67.05,7.97,139.99,19.66,0.362
Blackgram,Chhattisgarh,KABIRDHAM,2012,Rabi,62.0,47.24,69.8,25.89,19.94,65.39,6.54,83.4,20.12,0.29
Maize,Chhattisgarh,KABIRDHAM,2013,Kharif,2589.0,96.24,48.32,32.69,24.93,64.28,6.39,157.33,26.56,1.959
Rice,Chhattisgarh,KABIRDHAM,2013,Kharif,96026.0,84.21,50.6,48.22,25.11,86.01,4.5,300.0,36.02,1.331
Blackgram,Chhattisgarh,KABIRDHAM,2013,Kharif,1756.0,53.4,48.16,28.94,33.14,72.24,7.14,143.54,24.8,0.362
Blackgram,Chhattisgarh,KABIRDHAM,2013,Rabi,501.0,48.12,53.13,30.44,19.16,73.99,7.85,97.4,25.6,0.291
Banana,Chhattisgarh,KABIRDHAM,2013,Whole Year,26.0,84.88,52.73,57.2,23.84,81.72,7.2,161.94,24.61,42.692
Maize,Chhattisgarh,KABIRDHAM,2014,Kharif,2551.0,93.76,42.28,39.99,21.57,72.52,6.44,153.91,30.81,1.505
Rice,Chhattisgarh,KABIRDHAM,2014,Kharif,102157.0,71.0,50.89,52.9,21.63,83.04,8.0,186.17,34.58,1.357
Blackgram,Chhattisgarh,KABIRDHAM,2014,Kharif,1710.0,73.54,64.09,31.75,24.56,70.28,7.4,151.76,21.16,0.361
Blackgram,Chhattisgarh,KABIRDHAM,2014,Rabi,33.0,40.22,67.24,21.62,25.64,60.53,7.13,93.48,27.99,0.303
Banana,Chhattisgarh,KABIRDHAM,2014,Whole Year,54.0,110.44,78.07,53.28,27.86,77.47,5.91,150.59,29.04,45.722
Maize,Chhattisgarh,KANKER,2000,Kharif,3305.0,50.79,33.67,35.47,13.92,68.27,6.37,121.47,31.14,1.362
Rice,Chhattisgarh,KANKER,2000,Kharif,162220.0,53.83,54.82,54.69,25.36,89.09,5.05,205.14,43.9,0.821
Blackgram,Chhattisgarh,KANKER,2000,Kharif,5030.0,33.29,69.42,35.74,29.43,77.36,6.98,113.94,23.07,0.364
Blackgram,Chhattisgarh,KANKER,2000,Rabi,91.0,39.23,54.16,31.65,21.72,70.62,7.0,78.42,27.07,0.352
Banana,Chhattisgarh,KANKER,2000,Whole Year,14.0,86.2,67.66,59.89,27.79,78.85,6.53,120.88,21.44,46.643
Maize,Chhattisgarh,KANKER,2001,Kharif,3806.0,58.21,64.17,42.16,29.1,59.7,5.9,138.09,25.06,0.972
Rice,Chhattisgarh,KANKER,2001,Kharif,164934.0,84.6,35.76,49.72,23.35,92.7,7.77,261.07,32.64,1.593
Blackgram,Chhattisgarh,KANKER,2001,Kharif,5054.0,49.14,50.62,38.45,27.25,71.3,7.1,120.97,19.43,0.39
Blackgram,Chhattisgarh,KANKER,2001,Rabi,96.0,49.41,85.8,29.53,21.53,71.43,7.74,63.93,19.74,0.344
Banana,Chhattisgarh,KANKER,2001,Whole Year,16.0,90.96,45.63,65.26,22.98,82.61,5.4,117.19,22.59,46.625
Maize,Chhattisgarh,KANKER,2002,Kharif,3928.0,76.35,50.83,40.07,23.07,76.32,7.1,140.36,34.51,0.925
Rice,Chhattisgarh,KANKER,2002,Kharif,160452.0,103.56,67.05,52.59,24.32,86.29,8.44,300.0,34.68,0.554
Blackgram,Chhattisgarh,KANKER,2002,Kharif,4858.0,33.91,55.15,38.3,31.07,70.52,6.84,109.23,24.82,0.189
Blackgram,Chhattisgarh,KANKER,2002,Rabi,91.0,60.45,73.11,30.82,24.9,63.82,7.62,82.44,17.22,0.264
Banana,Chhattisgarh,KANKER,2002,Whole Year,10.0,91.76,50.42,54.45,27.94,76.78,5.63,118.53,34.11,26.7
Maize,Chhattisgarh,KANKER,2003,Kharif,7031.0,85.02,61.76,37.91,26.53,76.76,6.51,161.1,28.26,1.62
Rice,Chhattisgarh,KANKER,2003,Kharif,164148.0,70.8,69.98,61.86,23.3,88.08,6.31,232.72,38.63,1.948
Blackgram,Chhattisgarh,KANKER,2003,Kharif,4801.0,46.46,31.25,33.99,28.51,77.67,6.61,121.38,26.46,0.403
Blackgram,Chhattisgarh,KANKER,2003,Rabi,105.0,32.56,76.43,40.67,26.02,71.24,6.98,77.54,25.76,0.4
Banana,Chhattisgarh,KANKER,2003,Whole Year,15.0,80.06,44.92,55.9,28.27,91.03,6.98,112.58,26.71,49.933
Maize,Chhattisgarh,KANKER,2004,Kharif,6833.0,45.31,34.06,36.75,23.24,72.76,6.57,124.22,17.59,1.544
Rice,Chhattisgarh,KANKER,2004,Kharif,165555.0,60.28,25.26,43.91,26.01,86.0,8.23,196.81,26.91,1.503
Blackgram,Chhattisgarh,KANKER,2004,Kharif,4800.0,89.86,51.28,36.86,25.1,73.69,6.75,116.96,22.71,0.403
Blackgram,Chhattisgarh,KANKER,2004,Rabi,69.0,63.13,59.68,30.45,27.95,71.32,6.46,82.31,23.3,0.42
Banana,Chhattisgarh,KANKER,2004,Whole Year,6.0,100.93,64.34,62.94,29.94,74.84,6.48,142.15,28.48,46.667
Maize,Chhattisgarh,KANKER,2005,Kharif,7348.0,44.97,43.28,36.41,23.09,68.99,6.6,148.32,27.66,1.623
Rice,Chhattisgarh,KANKER,2005,Kharif,167460.0,91.45,45.69,50.45,25.98,90.11,7.2,203.86,24.31,1.645
Blackgram,Chhattisgarh,KANKER,2005,Kharif,5059.0,35.05,46.52,35.13,31.34,72.11,6.54,115.68,23.67,0.423
Blackgram,Chhattisgarh,KANKER,2005,Rabi,63.0,19.34,63.87,28.81,25.27,69.94,8.06,72.11,23.01,0.349
Banana,Chhattisgarh,KANKER,2005,Whole Year,9.0,97.91,92.34,58.12,28.52,83.17,6.32,105.18,29.01,46.556
Maize,Chhattisgarh,KANKER,2006,Kharif,8044.0,65.36,47.59,41.79,21.41,73.98,6.9,104.36,21.52,1.465
Rice,Chhattisgarh,KANKER,2006,Kharif,170620.0,64.84,38.68,58.76,24.48,87.15,6.68,265.89,37.51,1.77
Blackgram,Chhattisgarh,KANKER,2006,Kharif,5040.0,41.51,57.79,36.14,30.91,74.73,6.97,115.17,23.22,0.455
Blackgram,Chhattisgarh,KANKER,2006,Rabi,86.0,74.39,61.37,27.33,31.46,69.37,7.13,65.6,20.45,0.384
Banana,Chhattisgarh,KANKER,2006,Whole Year,10.0,79.85,63.25,51.8,25.53,87.45,6.56,135.03,26.17,46.5
Maize,Chhattisgarh,KANKER,2007,Kharif,8235.0,43.52,38.33,33.55,17.35,73.58,7.79,128.74,23.9,1.979
Rice,Chhattisgarh,KANKER,2007,Kharif,171869.0,42.24,42.62,51.35,25.72,85.55,5.14,270.49,31.17,1.654
Blackgram,Chhattisgarh,KANKER,2007,Kharif,5092.0,33.75,76.5,36.2,30.24,79.65,8.02,125.94,24.61,0.455
Blackgram,Chhattisgarh,KANKER,2007,Rabi,64.0,10.0,49.63,39.77,27.73,72.11,7.3,63.07,21.71,0.391
Banana,Chhattisgarh,KANKER,2007,Whole Year,11.0,69.25,46.72,54.0,29.44,78.76,7.17,109.6,21.29,49.909
Maize,Chhattisgarh,KANKER,2008,Kharif,8235.0,54.36,44.52,37.45,21.11,79.49,6.31,152.4,29.74,1.812
Rice,Chhattisgarh,KANKER,2008,Kharif,171869.0,80.71,72.28,50.69,26.2,89.32,8.5,280.76,27.83,1.299
Blackgram,Chhattisgarh,KANKER,2008,Kharif,5092.0,46.29,67.04,36.27,29.93,77.76,6.59,112.27,23.14,0.338
Blackgram,Chhattisgarh,KANKER,2008,Rabi,64.0,20.34,62.03,45.14,32.71,68.07,6.92,76.86,21.93,0.312
Banana,Chhattisgarh,KANKER,2008,Whole Year,11.0,80.2,79.11,63.49,24.96,85.07,6.55,144.3,25.37,46.545
Maize,Chhattisgarh,KANKER,2009,Kharif,8235.0,33.09,34.35,35.37,31.99,84.03,5.98,118.14,18.18,1.931
Rice,Chhattisgarh,KANKER,2009,Kharif,171869.0,69.11,52.14,47.77,29.32,92.18,6.13,190.23,35.87,1.253
Blackgram,Chhattisgarh,KANKER,2009,Kharif,5092.0,59.51,83.33,32.9,33.64,71.64,5.84,125.23,22.56,0.358
Blackgram,Chhattisgarh,KANKER,2009,Rabi,64.0,49.28,49.87,39.95,31.38,70.25,7.69,68.71,21.24,0.266
Banana,Chhattisgarh,KANKER,2009,Whole Year,11.0,82.9,65.64,62.15,26.54,86.11,5.88,115.33,30.46,84.727
Maize,Chhattisgarh,KANKER,2010,Kharif,9269.0,67.94,47.05,44.75,26.71,82.88,6.01,131.73,34.37,2.036
Rice,Chhattisgarh,KANKER,2010,Kharif,173596.0,67.76,45.17,50.7,24.18,89.51,6.11,290.55,36.61,2.222
Blackgram,Chhattisgarh,KANKER,2010,Kharif,5250.0,59.37,51.39,36.15,28.55,73.61,7.11,110.44,28.61,0.423
Blackgram,Chhattisgarh,KANKER,2010,Rabi,55.0,77.18,52.48,28.38,25.11,60.5,7.48,75.99,12.22,0.291
Banana,Chhattisgarh,KANKER,2010,Whole Year,7.0,84.18,57.98,64.52,25.08,88.58,5.33,146.83,33.01,46.571
Maize,Chhattisgarh,KANKER,2011,Kharif,10461.0,95.68,26.46,41.4,22.47,95.6,7.3,63.49,30.2,2.062
Rice,Chhattisgarh,KANKER,2011,Kharif,173669.0,85.82,48.8,57.48,23.26,83.67,7.75,273.6,39.78,1.388
Blackgram,Chhattisgarh,KANKER,2011,Kharif,5224.0,70.46,63.81,28.14,35.15,69.77,7.07,112.8,24.68,0.228
Blackgram,Chhattisgarh,KANKER,2011,Rabi,55.0,53.91,41.17,27.09,24.08,70.85,7.09,73.33,17.67,0.273
Banana,Chhattisgarh,KANKER,2011,Whole Year,19.0,102.34,53.11,57.23,25.95,86.49,5.78,143.19,29.39,26.632
Maize,Chhattisgarh,KANKER,2012,Kharif,10823.0,77.92,34.09,42.33,15.52,56.82,6.66,136.61,24.94,1.882
Rice,Chhattisgarh,KANKER,2012,Kharif,174398.0,81.49,48.13,50.04,28.06,95.09,5.67,220.05,32.94,2.594
Blackgram,Chhattisgarh,KANKER,2012,Kharif,5331.0,52.18,55.83,38.62,26.9,73.04,8.0,119.78,29.95,0.39
Blackgram,Chhattisgarh,KANKER,2012,Rabi,61.0,34.56,68.64,36.76,32.03,62.52,7.16,60.25,18.66,0.23
Banana,Chhattisgarh,KANKER,2012,Whole Year,12.0,102.93,72.94,55.88,26.68,86.94,6.95,131.57,30.92,14.0
Maize,Chhattisgarh,KANKER,2013,Kharif,11511.0,57.94,34.69,33.08,20.68,70.39,6.31,122.89,22.75,2.233
Rice,Chhattisgarh,KANKER,2013,Kharif,177529.0,79.36,33.64,53.95,23.23,88.13,7.03,298.61,37.63,2.431
Blackgram,Chhattisgarh,KANKER,2013,Kharif,5515.0,13.63,51.16,30.97,24.49,72.14,6.86,110.51,20.38,0.325
Blackgram,Chhattisgarh,KANKER,2013,Rabi,64.0,30.73,54.0,30.28,28.05,64.16,7.43,70.91,19.42,0.25
Banana,Chhattisgarh,KANKER,2013,Whole Year,13.0,98.88,69.02,58.19,24.8,78.86,6.5,113.93,34.19,27.308
Maize,Chhattisgarh,KANKER,2014,Kharif,11213.0,96.46,38.3,35.43,25.65,71.82,6.12,186.63,27.98,1.969
Rice,Chhattisgarh,KANKER,2014,Kharif,178689.0,53.45,64.88,55.31,25.35,87.26,7.76,300.0,39.97,2.671
Blackgram,Chhattisgarh,KANKER,2014,Kharif,5414.0,58.26,39.62,38.18,22.48,69.18,6.62,114.06,27.28,0.306
Blackgram,Chhattisgarh,KANKER,2014,Rabi,77.0,57.6,47.45,39.86,24.92,63.65,7.06,69.38,20.01,0.234
Banana,Chhattisgarh,KANKER,2014,Whole Year,13.0,97.36,71.61,65.26,26.27,84.72,6.82,111.15,29.89,33.308
Maize,Chhattisgarh,KONDAGAON,2011,Kharif,13005.0,10.0,56.15,31.35,19.54,73.69,5.8,108.58,28.9,2.063
Rice,Chhattisgarh,KONDAGAON,2011,Kharif,99670.0,59.67,39.4,59.75,22.44,83.32,7.55,198.07,30.15,1.057
Blackgram,Chhattisgarh,KONDAGAON,2011,Kharif,7574.0,25.12,53.43,24.58,36.71,65.33,7.02,92.74,26.22,0.41
Banana,Chhattisgarh,KONDAGAON,2011,Whole Year,27.0,70.55,81.95,59.55,25.02,80.57,6.12,86.98,28.0,36.63
Maize,Chhattisgarh,KONDAGAON,2012,Kharif,13100.0,67.72,32.22,29.25,21.94,61.56,5.94,79.72,22.22,2.016
Rice,Chhattisgarh,KONDAGAON,2012,Kharif,99796.0,98.74,35.61,55.51,24.73,84.43,8.46,152.25,28.36,1.729
Blackgram,Chhattisgarh,KONDAGAON,2012,Kharif,7633.0,38.28,69.72,24.5,31.09,66.36,6.61,86.76,29.98,0.397
Banana,Chhattisgarh,KONDAGAON,2012,Whole Year,25.0,83.1,76.15,63.02,27.89,80.15,6.14,104.61,25.2,17.96
Maize,Chhattisgarh,KONDAGAON,2013,Kharif,13586.0,67.77,59.89,32.01,21.91,87.13,6.25,93.31,26.92,2.343
Rice,Chhattisgarh,KONDAGAON,2013,Kharif,100277.0,74.19,69.65,43.11,28.98,84.42,6.19,252.45,42.75,1.815
Blackgram,Chhattisgarh,KONDAGAON,2013,Kharif,7662.0,48.72,88.71,33.4,33.7,72.66,7.33,99.86,27.45,0.403
Banana,Chhattisgarh,KONDAGAON,2013,Whole Year,26.0,78.64,97.41,52.77,25.64,80.07,6.52,91.5,30.05,39.962
Maize,Chhattisgarh,KONDAGAON,2014,Kharif,13934.0,88.7,70.42,29.22,19.81,89.3,5.49,151.99,34.67,2.002
Rice,Chhattisgarh,KONDAGAON,2014,Kharif,100383.0,43.35,58.31,57.71,20.24,86.4,8.34,162.77,34.52,1.928
Blackgram,Chhattisgarh,KONDAGAON,2014,Kharif,7407.0,48.5,70.33,38.79,29.7,70.82,8.19,91.12,32.39,0.423
Banana,Chhattisgarh,KONDAGAON,2014,Whole Year,24.0,89.99,95.59,53.44,27.66,70.81,6.07,74.13,17.79,39.958
Maize,Chhattisgarh,KORBA,2000,Kharif,4902.0,52.75,54.9,43.53,24.79,74.67,7.23,135.31,19.15,1.057
Rice,Chhattisgarh,KORBA,2000,Kharif,109325.0,46.37,45.78,60.62,29.04,80.68,6.44,252.25,26.97,0.555
Blackgram,Chhattisgarh,KORBA,2000,Kharif,5040.0,45.65,55.31,30.62,23.8,68.31,6.34,123.89,24.92,0.191
Blackgram,Chhattisgarh,KORBA,2000,Rabi,11.0,78.22,50.34,37.31,26.32,56.48,7.61,78.0,29.19,0.182
Banana,Chhattisgarh,KORBA,2000,Whole Year,5.0,75.24,46.8,57.29,27.31,75.49,6.56,140.01,29.92,35.8
Maize,Chhattisgarh,KORBA,2001,Kharif,4942.0,100.93,37.52,39.5,21.55,37.61,7.15,108.68,12.89,0.716
Rice,Chhattisgarh,KORBA,2001,Kharif,110152.0,84.12,50.7,54.71,21.99,80.15,8.11,198.76,29.37,1.317
Blackgram,Chhattisgarh,KORBA,2001,Kharif,4850.0,12.51,59.26,39.41,32.35,74.64,7.08,113.92,27.35,0.239
Blackgram,Chhattisgarh,KORBA,2001,Rabi,6.0,62.84,58.33,35.81,31.02,63.57,8.38,87.9,22.28,0.167
Banana,Chhattisgarh,KORBA,2001,Whole Year,3.0,106.44,74.27,50.52,29.21,81.26,6.37,154.53,32.17,34.0
Maize,Chhattisgarh,KORBA,2002,Kharif,4839.0,95.04,51.3,36.66,19.56,72.65,7.26,142.87,26.6,1.225
Rice,Chhattisgarh,KORBA,2002,Kharif,108984.0,118.27,38.55,45.91,25.69,84.51,8.02,267.92,34.24,0.756
Blackgram,Chhattisgarh,KORBA,2002,Kharif,4925.0,59.02,77.61,51.1,28.4,65.43,6.39,139.89,19.83,0.199
Blackgram,Chhattisgarh,KORBA,2002,Rabi,8.0,43.28,70.01,28.25,24.77,60.6,7.17,83.53,12.27,0.25
Banana,Chhattisgarh,KORBA,2002,Whole Year,2.0,77.95,64.48,57.64,29.26,83.51,6.1,133.8,19.0,29.0
Maize,Chhattisgarh,KORBA,2003,Kharif,4902.0,92.27,29.31,35.45,21.07,74.56,5.8,164.35,29.87,1.238
Rice,Chhattisgarh,KORBA,2003,Kharif,110113.0,96.64,39.11,50.14,29.42,82.74,4.71,204.71,37.17,1.223
Blackgram,Chhattisgarh,KORBA,2003,Kharif,4865.0,28.85,65.43,34.65,37.33,67.13,7.27,131.15,25.32,0.199
Blackgram,Chhattisgarh,KORBA,2003,Rabi,14.0,22.76,52.94,37.45,30.94,65.28,7.42,81.03,23.46,0.214
Banana,Chhattisgarh,KORBA,2003,Whole Year,2.0,83.32,45.62,63.49,26.71,80.5,5.78,141.19,26.11,34.0
